Course,Location,Virtual_Golf_Version,Course_Category,Download_Size_MB,TrackMan_Source_Text,Source_URL
Y-Brig,Switzerland,VG2,Regular Course,,Y-Brig - Switzerland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Zeegersloot Golf Club,Netherlands,VG2,Regular Course,,Zeegersloot Golf Club - Netherlands,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Zwartkop Country Club,South Africa,VG2,Regular Course,,Zwartkop Country Club - South Africa,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Östersund-Frösö Golfklubb,Sweden,VG2,Regular Course,,Östersund-Frösö Golfklubb - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Adare Manor,Ireland,VG3,Regular Course,867,Adare Manor - Ireland (867 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Albany GC,The Bahamas,VG3,Regular Course,765,Albany GC - The Bahamas (765 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Aronimink,"Pennsylvania, United States",VG3,Regular Course,1010,"Aronimink - Pennsylvania, United States (1010 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Augusta Municipal - The Loop,"Georgia, United States",VG3,Regular Course,738,"Augusta Municipal - The Loop - Georgia, United States (738 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Augusta Municipal - The Patch,"Georgia, United States",VG3,Regular Course,738,"Augusta Municipal - The Patch - Georgia, United States (738 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bandon Dunes,"Oregon, United States",VG3,Regular Course,878,"Bandon Dunes - Oregon, United States (878 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bandon Pacific Dunes,"Oregon, United States",VG3,Regular Course,1134,"Bandon Pacific Dunes - Oregon, United States (1134 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bandon Trails,"Oregon, United States",VG3,Regular Course,1164,"Bandon Trails - Oregon, United States (1164 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Barnbougle Dunes (18 Holes),Australia,VG3,Regular Course,746,Barnbougle Dunes (18 Holes) - Australia (746 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Barsebäck Golf & Country Club Ocean,Sweden,VG3,Regular Course,1115,Barsebäck Golf & Country Club Ocean - Sweden (1115 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bayou Oaks South,"Louisiana, United States",VG3,Regular Course,1202,"Bayou Oaks South - Louisiana, United States (1202 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bethpage Black,"New York, United States",VG3,Regular Course,1089,"Bethpage Black - New York, United States (1089 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Black Desert Resort,"Utah, United States",VG3,Regular Course,776,"Black Desert Resort - Utah, United States (776 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bonnie Briar Country Club,"New York, United States",VG3,Regular Course,1353,"Bonnie Briar Country Club - New York, United States (1353 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Brocket Hall Golf Club (Melbourne Course),United Kingdom,VG3,Regular Course,1311,Brocket Hall Golf Club (Melbourne Course) - United Kingdom (1311 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Brocket Hall Golf Club (Palmerston Course),United Kingdom,VG3,Regular Course,1401,Brocket Hall Golf Club (Palmerston Course) - United Kingdom (1401 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Brøndby Golfklub,Denmark,VG3,Regular Course,702,Brøndby Golfklub - Denmark (702 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Citrus Farms - The Roost,"Florida, United States",VG3,Regular Course,915,"Cabot Citrus Farms - The Roost - Florida, United States (915 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Citrus Farms Karoo,"Florida, United States",VG3,Regular Course,922,"Cabot Citrus Farms Karoo - Florida, United States (922 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Citrus Farms Squeeze (10 Holes),"Florida, United States",VG3,Regular Course,1098,"Cabot Citrus Farms Squeeze (10 Holes) - Florida, United States (1098 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Cape Breton Cliffs,Canada,VG3,Regular Course,893,Cabot Cape Breton Cliffs - Canada (893 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cabot Cape Breton Links,Canada,VG3,Regular Course,981,Cabot Cape Breton Links - Canada (981 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cape Wickham,Australia,VG3,Regular Course,758,Cape Wickham - Australia (758 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Cardinal at Saint John’s Resort,"Michigan, United States",VG3,Regular Course,1159,"The Cardinal at Saint John’s Resort - Michigan, United States (1159 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Casa de Campo, Teeth of the Dog",Dominican Republic,VG3,Regular Course,1064,"Casa de Campo, Teeth of the Dog - Dominican Republic (1064 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Clear Creek Tahoe,"Nevada, United States",VG3,Regular Course,934,"Clear Creek Tahoe - Nevada, United States (934 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Club de Golf Chapultepec,Mexico,VG3,Regular Course,616,Club de Golf Chapultepec - Mexico (616 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Country Club of Jackson,"Mississippi, United States",VG3,Regular Course,950,"Country Club of Jackson - Mississippi, United States (950 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Deal Golf & Country Club,"New Jersey, United States",VG3,Regular Course,1271,"Deal Golf & Country Club - New Jersey, United States (1271 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Donalda Club,Canada,VG3,Regular Course,777,Donalda Club - Canada (777 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Drammen GK,Norway,VG3,Regular Course,1023,Drammen GK - Norway (1023 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eagle Crest,"Michigan, United States",VG3,Regular Course,964,"Eagle Crest - Michigan, United States (964 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eden Golf Club,United Kingdom,VG3,Regular Course,794,Eden Golf Club - United Kingdom (794 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Emirates Golf Estates - Majlis,Dubai,VG3,Regular Course,1011,Emirates Golf Estates - Majlis - Dubai (1011 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Emirates Golf Estates - Faldo,Dubai,VG3,Regular Course,1173,Emirates Golf Estates - Faldo - Dubai (1173 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Emporda, Dunes Course",Spain,VG3,Regular Course,1077,"Emporda, Dunes Course - Spain (1077 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Evian Resort GC,France,VG3,Regular Course,1003,Evian Resort GC - France (1003 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fairmont Chateau Whistler,Canada,VG3,Regular Course,1082,Fairmont Chateau Whistler - Canada (1082 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Firestone Country Club South,"Ohio, United States",VG3,Regular Course,899,"Firestone Country Club South - Ohio, United States (899 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Club Grevenmühle,Germany,VG3,Regular Course,423,Golf Club Grevenmühle - Germany (423 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GC Munchen Eichenried,Germany,VG3,Regular Course,315,GC Munchen Eichenried - Germany (315 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Gozzer Ranch,"Idaho, United States",VG3,Regular Course,744,"Gozzer Ranch - Idaho, United States (744 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Grange West,Australia,VG3,Regular Course,1590,Grange West - Australia (1590 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Grange East,Australia,VG3,Regular Course,1588,Grange East - Australia (1588 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Granite Links: Granite/Quincy,"Massachusetts, United States",VG3,Regular Course,1051,"Granite Links: Granite/Quincy - Massachusetts, United States (1051 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Granite Links: Milton/Granite,"Massachusetts, United States",VG3,Regular Course,1051,"Granite Links: Milton/Granite - Massachusetts, United States (1051 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Granite Links: Quincy/Milton,"Massachusetts, United States",VG3,Regular Course,1051,"Granite Links: Quincy/Milton - Massachusetts, United States (1051 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hamilton Golf & Country Club,"Ancaster, Canada",VG3,Regular Course,1079,"Hamilton Golf & Country Club - Ancaster, Canada (1079 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hazeltine National Golf Club,"Minnesota, United States",VG3,Regular Course,1310,"Hazeltine National Golf Club - Minnesota, United States (1310 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Helsingør Golf Club,Denmark,VG3,Regular Course,1097,Helsingør Golf Club - Denmark (1097 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hualalai Golf Club,"Hawaii, United States",VG3,Regular Course,959,"Hualalai Golf Club - Hawaii, United States (959 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hong Kong GC,Hong Kong,VG3,Regular Course,946,Hong Kong GC - Hong Kong (946 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hudson National GC,"New York, United States",VG3,Regular Course,934,"Hudson National GC - New York, United States (934 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Interlachen CC,"Minnesota, United States",VG3,Regular Course,482,"Interlachen CC - Minnesota, United States (482 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
JCB Golf & Country Club,United Kingdom,VG3,Regular Course,1211,JCB Golf & Country Club - United Kingdom (1211 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Jumeirah Golf Estates: Fire Course,Dubai,VG3,Regular Course,1203,Jumeirah Golf Estates: Fire Course - Dubai (1203 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Karlstads Golfklubb,Sweden,VG3,Regular Course,665,Karlstads Golfklubb - Sweden (665 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Kawana Hotel Golf Course Fuji,Japan,VG3,Regular Course,976,Kawana Hotel Golf Course Fuji - Japan (976 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"King Robert The Bruce, Trump Turnberry",Scotland,VG3,Regular Course,1128,"King Robert The Bruce, Trump Turnberry - Scotland (1128 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Kitzbühel-Schwarzsee-Reith,Austria,VG3,Regular Course,1082,Kitzbühel-Schwarzsee-Reith - Austria (1082 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Liberty National GC,"New Jersey, United States",VG3,Regular Course,777,"Liberty National GC - New Jersey, United States (777 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Lofoten Links,Norway,VG3,Regular Course,869,Lofoten Links - Norway (869 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Logan Country Club,"Utah, United States",VG3,Regular Course,1105,"Logan Country Club - Utah, United States (1105 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Longleaf Golf & Family Club,"North Carolina, United States",VG3,Regular Course,1185,"Longleaf Golf & Family Club - North Carolina, United States (1185 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Marcella Club,"Utah, United States",VG3,Regular Course,784,"Marcella Club - Utah, United States (784 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Marco Simone Golf and Country Club,Italy,VG3,Regular Course,1248,Marco Simone Golf and Country Club - Italy (1248 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Miami Lakes the Senator,Florida,VG3,Regular Course,844,Miami Lakes the Senator - Florida (844 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Modry Las GC,Poland,VG3,Regular Course,965,Modry Las GC - Poland (965 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Montrêux Golf & Country Club,"Nevada, United States",VG3,Regular Course,1291,"Montrêux Golf & Country Club - Nevada, United States (1291 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Muirfield Village GC,"Ohio, United States",VG3,Regular Course,826,"Muirfield Village GC - Ohio, United States (826 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Nemacolin, Mystic Rock","Pennsylvania, United States",VG3,Regular Course,1069,"Nemacolin, Mystic Rock - Pennsylvania, United States (1069 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Oakmont Country Club,"Pennsylvania, United States",VG3,Regular Course,1096,"Oakmont Country Club - Pennsylvania, United States (1096 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Old Head Golf Links,"Cork, Ireland",VG3,Regular Course,1055,"Old Head Golf Links - Cork, Ireland (1055 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Old Macdonald,"Oregon, United States",VG3,Regular Course,707,"Old Macdonald - Oregon, United States (707 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Old Sandwich Golf Club,Massachusetts,VG3,Regular Course,933,Old Sandwich Golf Club - Massachusetts (933 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Olympic Club Lake Course,"California, United States",VG3,Regular Course,354,"Olympic Club Lake Course - California, United States (354 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Par3 Pitch & Putt Gualta,Spain,VG3,Regular Course,890,Par3 Pitch & Putt Gualta - Spain (890 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Paultons Golf Centre,United Kingdom,VG3,Regular Course,702,Paultons Golf Centre - United Kingdom (702 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Pebble Beach Links,"California, United States",VG3,Regular Course,554,"Pebble Beach Links - California, United States (554 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
PGA National,"Florida, United States",VG3,Regular Course,1035,"PGA National - Florida, United States (1035 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
PGA West - Dye Stadium,"California, United States",VG3,Regular Course,939,"PGA West - Dye Stadium - California, United States (939 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Pinehurst No. 2,"North Carolina, United States",VG3,Regular Course,1251,"Pinehurst No. 2 - North Carolina, United States (1251 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Qiddiya Faldo,Saudi Arabia,VG3,Regular Course,708,Qiddiya Faldo - Saudi Arabia (708 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Quail Hollow Club,"North Carolina, United States",VG3,Regular Course,997,"Quail Hollow Club - North Carolina, United States (997 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Real Club Valderrama,Spain,VG3,Regular Course,828,Real Club Valderrama - Spain (828 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Riverside Country Club,Canada,VG3,Regular Course,797,Riverside Country Club - Canada (797 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Riyadh Golf Course,Saudi Arabia,VG3,Regular Course,1395,Riyadh Golf Course - Saudi Arabia (1395 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Riyadh Golf Club – LIV Edition,,VG3,Regular Course,1395,Riyadh Golf Club – LIV Edition (1395 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Royal Dornoch (Championship Course),United Kingdom,VG3,Regular Course,1012,Royal Dornoch (Championship Course) - United Kingdom (1012 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Rock Golf,Finland,VG3,Regular Course,610,Rock Golf - Finland (610 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Royal County Down,United Kingdom,VG3,Regular Course,722,Royal County Down - United Kingdom (722 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Royal Melbourne Golf Club Composite,Australia,VG3,Regular Course,1232,Royal Melbourne Golf Club Composite - Australia (1232 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Royal Portrush - Dunluce Links,United Kingdom,VG3,Regular Course,1105,Royal Portrush - Dunluce Links - United Kingdom (1105 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sand Valley,"Wisconsin, United States",VG3,Regular Course,1165,"Sand Valley - Wisconsin, United States (1165 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sand Valley - Mammoth Dunes,"Wisconsin, United States",VG3,Regular Course,1158,"Sand Valley - Mammoth Dunes - Wisconsin, United States (1158 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sand Valley - Sedge Valley,"Wisconsin, Untied States",VG3,Regular Course,1164,"Sand Valley - Sedge Valley - Wisconsin, Untied States (1164 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sand Valley - The Lido,"Wisconsin, Untied States",VG3,Regular Course,869,"Sand Valley - The Lido - Wisconsin, Untied States (869 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Schloss Pichlarn,Austria,VG3,Regular Course,1119,Schloss Pichlarn - Austria (1119 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sea Island (Seaside),"Georgia, United States",VG3,Regular Course,734,"Sea Island (Seaside) - Georgia, United States (734 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sentosa (Serapong),Singapore,VG3,Regular Course,1063,Sentosa (Serapong) - Singapore (1063 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Shaughnessy Golf & Country Club,Canada,VG3,Regular Course,958,Shaughnessy Golf & Country Club - Canada (958 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sharpley Golf Club,United Kingdom,VG3,Regular Course,700,Sharpley Golf Club - United Kingdom (700 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Silverleaf Club,"Arizona, United States",VG3,Regular Course,500,"Silverleaf Club - Arizona, United States (500 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Spyglass Hill,"California, United States",VG3,Regular Course,1053,"Spyglass Hill - California, United States (1053 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
St Andrews Links Old Course,United Kingdom,VG3,Regular Course,884,St Andrews Links Old Course - United Kingdom (884 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Steyn City,South Africa,VG3,Regular Course,1316,Steyn City - South Africa (1316 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Sweetens Cove,"Tennessee, United States",VG3,Regular Course,915,"Sweetens Cove - Tennessee, United States (915 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Taiheiyo Club Gotemba Course,Japan,VG3,Regular Course,712,Taiheiyo Club Gotemba Course - Japan (712 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Concession GC,"Florida, United States",VG3,Regular Course,1239,"The Concession GC - Florida, United States (1239 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The International,The Netherlands,VG3,Regular Course,708,The International - The Netherlands (708 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The K Club: The Palmer North Course,Ireland,VG3,Regular Course,1218,The K Club: The Palmer North Course - Ireland (1218 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Links at Spanish Bay,"Florida, United States",VG3,Regular Course,918,"The Links at Spanish Bay - Florida, United States (918 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
The Reserve at Moonlight Basin,"Montana, United States",VG3,Regular Course,542,"The Reserve at Moonlight Basin - Montana, United States (542 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Timberline GC,"Alabama, United States",VG3,Regular Course,784,"Timberline GC - Alabama, United States (784 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Turning Stone (Atunyote Course),"New York, United States",VG3,Regular Course,697,"Turning Stone (Atunyote Course) - New York, United States (697 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Turning Stone (Shenendoah Course),"New York, United States",VG3,Regular Course,755,"Turning Stone (Shenendoah Course) - New York, United States (755 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
TPC Colorado,"Colorado, United States",VG3,Regular Course,822,"TPC Colorado - Colorado, United States (822 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Valhalla GC,"Kentucky, United States",VG3,Regular Course,972,"Valhalla GC - Kentucky, United States (972 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Yellowstone Club,"Montana, United States",VG3,Regular Course,882,"Yellowstone Club - Montana, United States (882 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Wentworth GC (West Course),United Kingdom,VG3,Regular Course,1003,Wentworth GC (West Course) - United Kingdom (1003 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Weston Golf and Country Club,Canada,VG3,Regular Course,1051,Weston Golf and Country Club - Canada (1051 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Whistle Bear Golf Club,Canada,VG3,Regular Course,901,Whistle Bear Golf Club - Canada (901 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Worcester Country Club,"Massachusetts, United States",VG3,Regular Course,973,"Worcester Country Club - Massachusetts, United States (973 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Abel's Crossing,Fictional,VG2,Par 3 Course,,Abel's Crossing - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Adlington,United Kingdom,VG2,Par 3 Course,,Adlington - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
