Course,Location,Virtual_Golf_Version,Course_Category,Download_Size_MB,TrackMan_Source_Text,Source_URL
Aphrodite Hills,Cyprus,VG3,New Release (August 2026),911,Aphrodite Hills - Cyprus (911 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Ballybunion: Old Course,Ireland,VG3,New Release (August 2026),817,Ballybunion: Old Course - Ireland (817 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bernardus Golf,The Netherlands,VG3,New Release (August 2026),701,Bernardus Golf - The Netherlands (701 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bonarikogen Golf Club,Japan,VG3,New Release (August 2026),827,Bonarikogen Golf Club - Japan (827 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Chatham Hills,"Indiana, United States",VG3,New Release (August 2026),1086,"Chatham Hills - Indiana, United States (1086 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Crans-Sur-Sierre: Severiano Ballesteros,Switzerland,VG3,New Release (August 2026),1086,Crans-Sur-Sierre: Severiano Ballesteros - Switzerland (1086 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eagle Point Golf Club,Japan,VG3,New Release (August 2026),1084,Eagle Point Golf Club - Japan (1084 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Elisefarm Golf Club,Sweden,VG3,New Release (August 2026),910,Elisefarm Golf Club - Sweden (910 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Foxhills Bernard Hunt,United Kingdom,VG3,New Release (August 2026),871,Foxhills Bernard Hunt - United Kingdom (871 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Foxhills Longcross,United Kingdom,VG3,New Release (August 2026),872,Foxhills Longcross - United Kingdom (872 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Franklin Hills Country Club,"Michigan, United States",VG3,New Release (August 2026),1173,"Franklin Hills Country Club - Michigan, United States (1173 MB)",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fuji Classic,Japan,VG3,New Release (August 2026),1018,Fuji Classic - Japan 1018 (MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Hanna Country Club,Japan,VG3,New Release (August 2026),1191,Hanna Country Club - Japan (1191 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Zillertal-Uderns Golf Club,Austria,VG3,New Release (August 2026),808,Zillertal-Uderns Golf Club - Austria (808 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Abu Dhabi Golf Club - National Course,United Arab Emirates,VG2,Regular Course,,Abu Dhabi Golf Club - National Course - United Arab Emirates,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Achimer 9 Hole,Germany,VG2,Regular Course,,Achimer 9 Hole - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Achimer Main,Germany,VG2,Regular Course,,Achimer Main - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Åkagården Golfklubb,Sweden,VG2,Regular Course,,Åkagården Golfklubb - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Åkersberga,Sweden,VG2,Regular Course,,Åkersberga - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Alingsås Gk,Sweden,VG2,Regular Course,,Alingsås Gk - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Andratx,Spain,VG2,Regular Course,,Andratx - Spain,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Arthur Hills GC at Boyne Resort (18),"Michigan, United States",VG2,Regular Course,,"Arthur Hills GC at Boyne Resort (18) - Michigan, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Aurora International Golf Club,Anguilla,VG2,Regular Course,,Aurora International Golf Club - Anguilla,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bahia Beach,Puerto Rico,VG2,Regular Course,,Bahia Beach - Puerto Rico,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Baker's Bay,The Bahamas,VG2,Regular Course,,Baker's Bay - The Bahamas,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Ballyneety,United Kingdom,VG2,Regular Course,,Ballyneety - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Barnbougle Lost Farm (18 Holes),Australia,VG2,Regular Course,,Barnbougle Lost Farm (18 Holes) - Australia,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Barnbougle Run (14 Holes),Australia,VG2,Regular Course,,Barnbougle Run (14 Holes) - Australia,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Barsebäck Golf & Country Club Pine,Sweden,VG2,Regular Course,,Barsebäck Golf & Country Club Pine - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bruckmannshof Golfclubb,Germany,VG2,Regular Course,,Bruckmannshof Golfclubb - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Båstad Golfklubb (New Course),Sweden,VG2,Regular Course,,Båstad Golfklubb (New Course) - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Båstad Golfklubb (Old Course),Sweden,VG2,Regular Course,,Båstad Golfklubb (Old Course) - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bay Harbor GC at Boyne Resort (27),"Michigan, United States",VG2,Regular Course,,"Bay Harbor GC at Boyne Resort (27) - Michigan, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bear Dance GC,"Colorado, United States",VG2,Regular Course,,"Bear Dance GC - Colorado, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bear Lakes Country Club (Lakes Course),"Florida, United States",VG2,Regular Course,,"Bear Lakes Country Club (Lakes Course) - Florida, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bellerive CC,"Missouri, United States",VG2,Regular Course,,"Bellerive CC - Missouri, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Belton Woods Resort - Lakes Course,United Kingdom,VG2,Regular Course,,Belton Woods Resort - Lakes Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bethesda CC,"Maryland, United States",VG2,Regular Course,,"Bethesda CC - Maryland, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Big Sky,Canada,VG2,Regular Course,,Big Sky - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Black Desert,"Utah, United States",VG2,Regular Course,,"Black Desert - Utah, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Black Water Links,Poland,VG2,Regular Course,,Black Water Links - Poland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Blackhawk Falls Course,"California, United States",VG2,Regular Course,,"Blackhawk Falls Course - California, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Blackhawk Lakeside Course,"California, United States",VG2,Regular Course,,"Blackhawk Lakeside Course - California, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Blainroe Golf Club,Ireland,VG2,Regular Course,,Blainroe Golf Club - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Blairgowrie Lansdowne Course,United Kingdom,VG2,Regular Course,,Blairgowrie Lansdowne Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Blairgowrie Rousemont Course,United Kingdom,VG2,Regular Course,,Blairgowrie Rousemont Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bobby Jones Golf Course (Azalea and Magnolia),United States,VG2,Regular Course,,Bobby Jones Golf Course (Azalea and Magnolia) - United States,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bois D'Arlon Heath (18 hole course),Belgium,VG2,Regular Course,,Bois D'Arlon Heath (18 hole course) - Belgium,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bois D'Arlon Park (9 hole course),Belgium,VG2,Regular Course,,Bois D'Arlon Park (9 hole course) - Belgium,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bondhay Golf Club Devonshire Course,United Kingdom,VG2,Regular Course,,Bondhay Golf Club Devonshire Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bonn Godesberg,Germany,VG2,Regular Course,,Bonn Godesberg - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bonnie Doon,Australia,VG2,Regular Course,,Bonnie Doon - Australia,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bowen Island,Canada,VG2,Regular Course,,Bowen Island - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Breitenloo,Switzerland,VG2,Regular Course,,Breitenloo - Switzerland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Brickhampton Spa Course,United Kingdom,VG2,Regular Course,,Brickhampton Spa Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bromsgrove Golf Centre,United Kingdom,VG2,Regular Course,,Bromsgrove Golf Centre - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Bulls Bridge Golf Club,"Connecticut, United States",VG2,Regular Course,,"Bulls Bridge Golf Club - Connecticut, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Byneset Golfklubb (North),Norway,VG2,Regular Course,,Byneset Golfklubb (North) - Norway,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Camiral Golf (PGA Catalunya) Stadium,Spain,VG2,Regular Course,,Camiral Golf (PGA Catalunya) Stadium - Spain,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Camiral Golf (PGA Catalunya) Tour,Spain,VG2,Regular Course,,Camiral Golf (PGA Catalunya) Tour - Spain,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Canoe Brook Country Club (North Course),"New Jersey, United States",VG2,Regular Course,,"Canoe Brook Country Club (North Course) - New Jersey, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Cap De Malo,France,VG2,Regular Course,,Cap De Malo - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Casa de Campo, Dye Fore Chavon/Lagos",Dominican Republic,VG2,Regular Course,,"Casa de Campo, Dye Fore Chavon/Lagos - Dominican Republic",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Casa de Campo, Dye Fore Lagos/Marina",Dominican Republic,VG2,Regular Course,,"Casa de Campo, Dye Fore Lagos/Marina - Dominican Republic",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Casa de Campo, Dye Fore Marina/Chavon",Dominican Republic,VG2,Regular Course,,"Casa de Campo, Dye Fore Marina/Chavon - Dominican Republic",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Chileno Bay,Mexico,VG2,Regular Course,,Chileno Bay - Mexico,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Chimera GC,"Nevada, United States",VG2,Regular Course,,"Chimera GC - Nevada, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Clearwater Golf,New Zealand,VG2,Regular Course,,Clearwater Golf - New Zealand,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Club de Golf Le Mirage Arizona Course,Canada,VG2,Regular Course,,Club de Golf Le Mirage Arizona Course - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Club de Golf Le Mirage Carolina Course,Canada,VG2,Regular Course,,Club de Golf Le Mirage Carolina Course - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Conway Farms,"Illinois, United States",VG2,Regular Course,,"Conway Farms - Illinois, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
CostaTerra,Portugal,VG2,Regular Course,,CostaTerra - Portugal,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Craig Ranch,"Texas, United States",VG2,Regular Course,,"Craig Ranch - Texas, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Crystal Pines,Fictional,VG2,Regular Course,,Crystal Pines - Fictional,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dedham Country & Polo Club,"Massachusetts, United States",VG2,Regular Course,,"Dedham Country & Polo Club - Massachusetts, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dinsdale,United Kingdom,VG2,Regular Course,,Dinsdale - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dolomiti,Italy,VG2,Regular Course,,Dolomiti - Italy,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Donalda Club,Canada,VG2,Regular Course,,Donalda Club - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dorset Golf & Country Club | Lakeland/Parkland,United Kingdom,VG2,Regular Course,,Dorset Golf & Country Club | Lakeland/Parkland - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Downshire Golf Complex,United Kingdom,VG2,Regular Course,,Downshire Golf Complex - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Drayton Park Golf Club (18 Hole Course),United Kingdom,VG2,Regular Course,,Drayton Park Golf Club (18 Hole Course) - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Driftwood,"Texas, United States",VG2,Regular Course,,"Driftwood - Texas, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
DubsDread Golf,Florida,VG2,Regular Course,627,DubsDread Golf - Florida (627 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dun Laoghaire (middle lower),Ireland,VG2,Regular Course,,Dun Laoghaire (middle lower) - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dun Laoghaire Golf Club (Upper/Lower),Ireland,VG2,Regular Course,,Dun Laoghaire Golf Club (Upper/Lower) - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dundrum Golf Club,Ireland,VG2,Regular Course,,Dundrum Golf Club - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Dunston Hall,United Kingdom,VG2,Regular Course,,Dunston Hall - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eagle Course at Wohali,"Utah, United States",VG2,Regular Course,,"Eagle Course at Wohali - Utah, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eaglewood,"Utah, United States",VG2,Regular Course,,"Eaglewood - Utah, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Echizen CC (Fukui Green TMR),Japan,VG2,Regular Course,,Echizen CC (Fukui Green TMR) - Japan,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eichenried Open.9,Germany,VG2,Regular Course,,Eichenried Open.9 - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Els Club Vilamoura,Portugal,VG2,Regular Course,442,Els Club Vilamoura - Portugal (442 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
El Dorado,Mexico,VG2,Regular Course,,El Dorado - Mexico,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eniwa CC: Akan + Mashu,Japan,VG2,Regular Course,,Eniwa CC: Akan + Mashu - Japan,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eniwa CC: Mashu + Shikotsu,Japan,VG2,Regular Course,,Eniwa CC: Mashu + Shikotsu - Japan,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eniwa CC: Shikotsu + Akan,Japan,VG2,Regular Course,,Eniwa CC: Shikotsu + Akan - Japan,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Esbjerg Gk (Marbaek by NorSea course),"Esbjerg, Denmark",VG2,Regular Course,,"Esbjerg Gk (Marbaek by NorSea course) - Esbjerg, Denmark",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Escondido Golf and Lake Club,"Texas, United States",VG2,Regular Course,,"Escondido Golf and Lake Club - Texas, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Eskilstuna,Sweden,VG2,Regular Course,,Eskilstuna - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Etchinghill GC,"Folkstone, England",VG2,Regular Course,,"Etchinghill GC - Folkstone, England",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Evergreen Golf Centre,Canada,VG2,Regular Course,,Evergreen Golf Centre - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Falmouth CC,"Maine, United States",VG2,Regular Course,,"Falmouth CC - Maine, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fana GK,Norway,VG2,Regular Course,,Fana GK - Norway,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fieldstone GC,"Delaware, United States",VG2,Regular Course,,"Fieldstone GC - Delaware, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Firekeeper GC,"Kansas, United States",VG2,Regular Course,,"Firekeeper GC - Kansas, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fontana GC,Austria,VG2,Regular Course,,Fontana GC - Austria,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Forsgården GK,Sweden,VG2,Regular Course,,Forsgården GK - Sweden,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fota Island Resort Barryscourt Course,Ireland,VG2,Regular Course,,Fota Island Resort Barryscourt Course - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fota Island Resort Belvelly Course,Ireland,VG2,Regular Course,,Fota Island Resort Belvelly Course - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Fota Island Resort Deerpark Course,Ireland,VG2,Regular Course,,Fota Island Resort Deerpark Course - Ireland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Foxhills Bernard Hunt Course,United Kingdom,VG2,Regular Course,,Foxhills Bernard Hunt Course - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Foxhills Longcross,United Kingdom,VG2,Regular Course,,Foxhills Longcross - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Foyle Golf Centre,United Kingdom,VG2,Regular Course,,Foyle Golf Centre - United Kingdom,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Franklin Hills CC,"Michigan, United States",VG2,Regular Course,,"Franklin Hills CC - Michigan, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GC Budersand,Germany,VG2,Regular Course,,GC Budersand - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GC Murstätten,Austria,VG2,Regular Course,,GC Murstätten - Austria,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GC Neuhof (2 courses),Germany,VG2,Regular Course,,GC Neuhof (2 courses) - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GC Wörthsee,Germany,VG2,Regular Course,,GC Wörthsee - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
GKG Iceland - Golfklub i Garðabær,Iceland,VG2,Regular Course,,GKG Iceland - Golfklub i Garðabær - Iceland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Glen Abbey CC,Canada,VG2,Regular Course,,Glen Abbey CC - Canada,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
"Glen Oaks Club, Tournament course","New York, United States",VG2,Regular Course,,"Glen Oaks Club, Tournament course - New York, United States",https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Gloria Golf Resort New Course,Turkey,VG2,Regular Course,,Gloria Golf Resort New Course - Turkey,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Gloria Golf Resort Old Course,Turkey,VG2,Regular Course,,Gloria Golf Resort Old Course - Turkey,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Gloria Golf Resort Verde Course,Turkey,VG2,Regular Course,,Gloria Golf Resort Verde Course - Turkey,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf and Country Club Berlin-Wannsee e.V.,Germany,VG2,Regular Course,,Golf and Country Club Berlin-Wannsee e.V. - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf and More Huckingen,Germany,VG2,Regular Course,,Golf and More Huckingen - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Club de Genève,Switzerland,VG2,Regular Course,,Golf Club de Genève - Switzerland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Crans sur Sierre,Switzerland,VG2,Regular Course,,Golf Crans sur Sierre - Switzerland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De La Boulie Forest Course,France,VG2,Regular Course,,Golf De La Boulie Forest Course - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De La Boulie Valley Course,France,VG2,Regular Course,,Golf De La Boulie Valley Course - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De Joyenval (Marly Course),France,VG2,Regular Course,719,Golf De Joyenval (Marly Course) - France (719 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De Joyenval (Retz Course),France,VG2,Regular Course,719,Golf De Joyenval (Retz Course) - France (719 MB),https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De Saint - Cloud (Green),France,VG2,Regular Course,,Golf De Saint - Cloud (Green) - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De Saint - Cloud (Yellow),France,VG2,Regular Course,,Golf De Saint - Cloud (Yellow) - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf De Seignosse,France,VG2,Regular Course,,Golf De Seignosse - France,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Lounge Resort – Black Course,Germany,VG2,Regular Course,,Golf Lounge Resort – Black Course - Germany,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
Golf Park Holzhausern,Switzerland,VG2,Regular Course,,Golf Park Holzhausern - Switzerland,https://support.trackmangolf.com/hc/en-us/articles/39913906600219--Release-Notes-List-of-All-Courses-in-TPS
